IDJwb,IDPSJ,questions_clean,answerKeys_clean,answer_clean,raw_grade,max_grade,grade,labela,label
837,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],['kami pemuda kami mau membuktikan kami juga bisa membela negara ini'],5.0,30.0,1.67,E,1
838,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],['sumpah pemuda kami para pemuda pemudi indonesia akan memperkuat satu kesatuan bangsa dan mencerminkan hal hal baik'],5.0,30.0,1.67,E,1
839,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],['kami segenap putra dan putri mengaku indonesia mengaku bertumpah darah yang satu dan berbahasa yang satu yaitu bahasa indonesia'],5.0,30.0,1.67,E,1
840,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],['kami pemuda pemudi indonesia dengan ini menyatakan kemerdekaan indonesia yang adil bersatu berdaulat adil dan makmur'],5.0,30.0,1.67,E,1
841,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['sumpah pemuda', 'kami putra putri indonesia', 'menjunjung tulang bahasa indonesia']",5.0,30.0,1.67,E,1
842,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah indonesia', 'kami dan putra putri indoneia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung tinggi bahasa persatuan berbangsa satu']",30.0,30.0,10.0,A,5
843,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],['kami pemuda pemudi indonesia dengan ini kami nyatahkan kemerdekaan indonesia yang adil dan makmur'],5.0,30.0,1.67,E,1
844,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami poutera dan pouteri indonesia', 'mengaku bertumpah darah yang satu', 'tanah air indonesia', 'kami poutera dan pouteri indonesia', 'mengaku berbahasa persatuan yang satu', 'bahasa indonesia']",20.0,30.0,6.67,C,3
845,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['para pemuda bersumpah untuk saling membantu dan menghargai satu sama lain agar saling bersatu para pemuda bermusyawarah untuk memilih menyetujui rencana pemerintah apa tidak', 'mereka lalu membuat sumpah pemuda di tempat titik kumpul']",5.0,30.0,1.67,E,1
846,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia mengaku berbahasa yang satu bahasa indonesia']",30.0,30.0,10.0,A,5
847,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra putri indonesia mengaku bersumpah darah yang satu di indonesia', 'kami putra putri indonesia mengaku berbahasa satu yaitu indonesia', 'kami putra putri indonesia mengaku berbangsa satu yaitu bangsa indonesia']",30.0,30.0,10.0,A,5
848,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['sumpah pemuda adalah', 'kami pemuda dan pemudi bangsa indonesia bersaksi bahwa bangsa indonesia harus merdeka secara cepat', 'kami pemuda pemudi indonesia menyatakan persatuan dan kesatuan']",5.0,30.0,1.67,E,1
849,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra dan putri indonesia', 'bertumpah darah tanah air', 'tanah air indonesia', 'kami putra dan putri indonesia', 'menjujung tinggi persatuan', 'bangsa indonesia', 'kami putra dan putri indonesia', 'menjunjung bahasa persatuan', 'bahasa indonesia']",20.0,30.0,6.67,C,3
850,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],['kosong'],0.0,30.0,0.0,E,1
851,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],['memperkuat rasa persatuan dan kebangsaan indonesia'],5.0,30.0,1.67,E,1
852,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra dan putri indonesia mengaku berbangsa yang satu tanah air indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']",20.0,30.0,6.67,C,3
853,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],['saya putra putri indonesia mengaku bersumpah darah indonesia membela indonesia dengan sepenuh jiwa raga dan rela berkorban bagi negeri tercinta indonesia'],5.0,30.0,1.67,E,1
854,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],['kosong'],0.0,30.0,0.0,E,1
855,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],['kami putra putri pemuda indonesia dengan ini menyatakan kemerdekaan indonesia'],5.0,30.0,1.67,E,1
856,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],['kosong'],0.0,30.0,0.0,E,1
857,11,"['kongres pemuda kedua digagas oleh perhimpunan pelajar pelajar indonesia pppi sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia', 'kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan indonesia yang telah tumbuh di dalam benak dan sanubari pemuda pemudi', 'sebelum kongres digelar para pemuda mengadakan pertemuan terlebih dahulu pada 3 mei 1928 dan 12 agustus 1928', 'mereka membahas tentang pembentukan panitia susunan acara kongres waktu tempat dan biaya', 'kemudian pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27 28 oktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond oost java bioscoop dan indonesische clubgebouw rumah indekos kramat no', '106', 'keseluruhan biaya akan ditanggung oleh organisasi organisasi yang menghadiri kongres serta sumbangan sukarela', 'tulislah naskah sumpah pemuda yang dikumandangkan oleh para pemuda pada tanggal 28 oktober 1928']",['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia'],"['kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia', 'kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia', 'kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia']",30.0,30.0,10.0,A,5
