IDJwb,IDPSJ,grade,psj_idx,grade_num,is_synthetic,inverse_words
736,11,2,10,2,0,Kami Putra Putri Indonesia Bersatu
737,11,2,10,2,0,"Kongres Pemuda Kedua digagas oleh Perhimpunan Pelajar Pelajar Indonesia (PPPI), sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh Indonesia. yang berasal dari bali lombok dan jawa Kongres ini bertujuan untuk memperkuat rasa persatuan dan kebangsaan Indonesia yang telah tumbuh di dalam benak dan sanubari pemuda-pemudi."
738,11,2,10,2,0,"pertemuan itu menyepakati bahwa kongres pemuda kedua akan diselenggarakan pada 27-28 0ktober 1928 di tiga lokasi berbeda yaitu gedung katholieke jongenlingen bond, oost java bioscoop, dan indonesische clubgebouw(rumah indekos,kramat no 106)"
739,11,3,10,3,0,"NASKAH SUMPAH PEMUDA Kami,putra putri Indonesia, Kami putra putri Indonesia yang satu Kami putra putri Indonesia satu jiwa Kami,putra putri Indonesia bertumpah darah bagi bangsa Indonesia"
740,11,2,10,2,0,Kami pemuda pemudi Indonesia dengan kami putera puteri Indonesia menyatakan bahwa sumpah pemoeda pada tanggal 28 Oktober 1928
741,11,10,10,10,0,"1. Kami Putra dan Putri Indonesia mengaku bertumpah darah yang satu, tanah air Indonesia. 2. Kami Putra dan Putri Indonesia mengaku berbangsa yang satu, bangsa Indonesia. 3. Kami Putra dan Putri Indonesia mengaku berbahasa yang satu, bahasa Indonesia"
742,11,2,10,2,0,kongres pemuda kedua digagas oleh perhimpunan pelajar Indonesia (PPPI)sebuah organisasi pemuda yang beranggotakan pelajar dari seluruh indonesia
743,11,7,10,7,0,"1. kami putra dan putri indonesia mengaku bertumpah darah dan satu tanah air 2. berbangsa satu,berbangsa indonesia 3. bahasa persatuan,bahasa indonesia"
744,11,2,10,2,0,1.kami putra putri indonesia 2.mengaku bangsa Indonesia adalah bangsa yang satu 3.kami putra putri Indonesia 4ber
745,11,10,10,10,0,"1. Kami Putra Putri Indonesia mengakui pertumpahan darah yang satu tanah air Indonesia 2 Berbangsa yang satu, bangsa Indonesia 3. Bahasa Persatuan, Bahasa Indonesia"
746,11,3,10,3,0,"Kami pemuda pemudi Indonesia, menyatakan persatuan seluruh rakyat Indonesia. Kami pemua pemudi Indonesia, menyatakan bahasa persatuan Indonesia adalah bahasa Indonesia."
747,11,10,10,10,0,* Kami Putra Putri Indonesia mengaku bertumpah darah yang satu tanah air indonesia * Kami Putra Putri Indonesia Menjunjung bahasa persatuan bahasa indonesia * Kami Putra Putri Indonesia berbangsa yang satu bangsa indonesia
748,11,2,10,2,0,kami pemuda kami mau membuktikan kami juga bisa membela negara ini
749,11,2,10,2,0,sumpah pemuda kami para pemuda pemudi indonesia akan memperkuat satu kesatuan bangsa dan mencerminkan hal hal baik
750,11,2,10,2,0,Kami segenap Putra dan Putri mengaku Indonesia mengaku bertumpah darah yang satu dan berbahasa yang satu yaitu bahasa Indonesia
751,11,2,10,2,0,"Kami pemuda pemudi Indonesia dengan ini menyatakan kemerdekaan Indonesia yang adil, bersatu, berdaulat, adil dan makmur."
752,11,2,10,2,0,Sumpah Pemuda Kami putra putri Indonesia MENJUNJUNG TULANG BAHASA Indonesia
753,11,10,10,10,0,"Kami putra dan putri Indonesia mengaku bertumpah darah yang satu,tanah Indonesia Kami dan putra putri Indoneia mengaku berbangsa yang satu, bangsa Indonesia Kami putra dan putri Indonesia menjunjung tinggi bahasa persatuan, berbangsa satu"
754,11,2,10,2,0,kami pemuda pemudi Indonesia dengan ini kami nyatahkan kemerdekaan Indonesia yang adil dan makmur
755,11,7,10,7,0,Kami poutera dan pouteri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami poutera dan pouteri indonesia mengaku berbahasa persatuan yang satu bahasa indonesia
756,11,2,10,2,0,para pemuda bersumpah untuk saling membantu dan menghargai satu sama lain agar saling bersatu.para pemuda bermusyawarah untuk memilih menyetujui rencana pemerintah apa tidak. mereka lalu membuat sumpah pemuda di tempat titik kumpul.
757,11,10,10,10,0,"Kami putra dan putri Indonesia mengaku bertumpah darah yang satu, tanah air Indonesia. Kami putra dan putri Indonesia mengaku berbangsa yang satu, bangsa Indonesia. Kami putra dan putri Indonesia mengaku berbahasa yang satu, bahasa Indonesia."
758,11,10,10,10,0,kami putra putri indonesia mengaku bersumpah darah yang satu di indonesia kami putra putri indonesia mengaku berbahasa satu yaitu indonesia kami putra putri indonesia mengaku berbangsa satu yaitu bangsa indonesia
759,11,2,10,2,0,Sumpah pemuda: Kami pemuda dan pemudi bangsa indonesia bersaksi bahwa bangsa indonesia harus merdeka secara cepat. Kami pemuda pemudi indonesia menyatakan persatuan dan kesatuan
760,11,7,10,7,0,Kami Putra dan putri indonesia bertumpah darah tanah air tanah air Indonesia Kami putra dan putri indonesia menjujung tinggi persatuan bangsa indonesia Kami Putra dan putri indonesia menjunjung bahasa persatuan Bahasa indonesia
761,11,1,10,1,0,kosong
762,11,2,10,2,0,memperkuat rasa persatuan dan kebangsaan indonesia
763,11,7,10,7,0,Kami Putra dan Putri Indonesia mengaku berbangsa yang satu Tanah Air Indonesia Kami Putra dan Putri Indonesia menjunjung bahasa persatuan Bahasa Indonesia
764,11,2,10,2,0,saya putra putri indonesia mengaku bersumpah darah indonesia membela indonesia dengan sepenuh jiwa raga dan rela berkorban bagi negeri tercinta indonesia
765,11,1,10,1,0,kosong
766,11,2,10,2,0,Kami putra putri pemuda Indonesia dengan ini menyatakan Kemerdekaan Indonesia
767,11,1,10,1,0,kosong
768,11,10,10,10,0,"Kami putra dan putri Indonesia, mengaku bertumpah darah yang satu, tanah air Indonesia"". Kami putra dan putri Indonesia mengaku berbangsa yang satu, bangsa Indonesia"". Kami putra dan putri Indonesia menjunjung bahasa persatuan, bahasa Indonesia""."
769,11,8,10,8,0,"Kami Putra dan Putri Indonesia mengakui pertumpahan darah yang satu, tanah air Indonesia. Kami Putra dan Putri Indonesia mengakui berbangsa yang satu, bangsa Indonesia. Kami Putra dan Putri Indonesia menjunjung bahasa persatuan, Bahasa Indonesia."
770,11,8,10,8,0,"""kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia kami putra dan putri indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah airku indonesia"""
771,11,8,10,8,0,"""1. Kami putra putri Indonesia mengakui pertumpahan darah yang satu, tanah air Indonesia 2. Kami putra putri Indonesia mengakui berbangsa yang satu, bangsa Indonesia 3. Kami putra putri Indonesia menjunjung bahasa persatuan, Bahasa Indonesia"""
772,11,8,10,8,0,kami putra dan putri Indonesia mengaku berbangsa yang satu bangsa indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia
773,11,8,10,8,0,kami putra dan putri Indonesia mengaku berbangsa yang satu bangsa Indonesia kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia
774,11,8,10,8,0,kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah air indonesia kami putra dan putri Indonesia mengaku berbangsa yang satu bangsa Indonesia
775,11,8,10,8,0,kami putra dan putri indonesia mengaku bertumpah darah yang satu tanah airku indonesia kami putra dan putri Indonesia mengaku berbangsa yang satu bangsaku Indonesia kami putra dan putri indonesia menjunjung bahasa persatuan bahasa indonesia
776,11,5,10,5,0,Kami putra dan putri Indonesia mengaku bangsa yang satu yaitu bangsa Indonesia Kami putra dan putri Indonesia mengaku bertumpah darah yang satu tanah air Indonesia
777,11,5,10,5,0,Kami putra dan putri indonesia Menjunjung bahasa persatuan Indonesia Kami putra dan putri Indonesia mengaku bertumpah darah yang satu tanah air Indonesia
778,11,5,10,5,0,Kami Putra Putri Indonesia mengaku bertumpah darah yang satu dan berbahasa yang satu bahasa Indonesia Kami Putra Putri Indonesia berjanji akan selalu bersatu Kami Putra Putri Indonesia berjanji akan selalu rela berkorban
779,11,5,10,5,0,"1. Kami putra putri Indonesia, menjunjung tinggi tanah air Indonesia 2. Kami putra putri Indonesia, menjunjung tinggi bahasa persatuan, bahasa Indonesia 3. Kami putra putri Indonesia, menjunjung tinggi kesatuan dan persatuan negara Indonesia"
780,11,5,10,5,0,Kami Putra Putri Indonesia mengaku bertumpah darah yang satu dan berbahasa yang satu bahasa Indonesia Kami Putra Putri Indonesia menjunjung tinggi bangsa Indonesia Kami Putra Putri Indonesia menjunjung tinggi tanah air Indonesia
781,11,5,10,5,0,Kami Putra Putri Indonesia mengaku bertumpah darah yang satu Kami Putra Putri Indonesia menjunjung tinggi bangsa Indonesia Kami Putra Putri Indonesia menjunjung tinggi Bahasa Indonesia
782,11,5,10,5,0,Kami putra dan putri Indonesia mengaku bertumpah darah yang satu tanah airku Indonesia Kami putra dan putri indonesia Menjunjung bahasa persatuan Indonesia
783,12,7,11,7,0,"Assets : Repository of files ; Structure : Information Architecture ; Services : access to assets, misalnya server atau network ; Display atau STUFF (assets) ; Services ; USE (Structure + Display)"
784,12,8,11,8,0,"Assets (STUFF) : digital sosial media ; Structure dan Display (Use) : login, homepage, settings, feature, dashboard ; Services : internet network and the server of the social media application."
785,12,8,11,8,0,"Elemen dasar Digital Humanities adalah : Assets : repository of files; Structure : Informastion Architecture; Services : access to assets, misal server or network; Display. Atau, STUFF (assets); Services; USE (Structure + Display). Contoh : Compiling and analysing social media content : Asset : digital sosial media; Service : internet network and the server of the social media application; USE: login, homepage, settings. Feature , Dasboard; Theme;"
786,12,7,11,7,0,"Elemen dasar dari Digital Humanities dengan menggunakan assets/datanya berupa scan foto naskah aksara dalam format tulisan awal naskah danatau tulisan baru yang telah disesuaikan, metadata text. preserve nya dalam bentuk kode Unicode dengan metode Pengenalan Karakter Optis (Optical Character Recognition, OCR) sebagai alat pengenalan. Kenapa ocr karena konsepnya mengubah gambar aksara menjadi teks karakter yang dapat dicari yang artinya mengenali aksara Jawa dari hasil pemindaian naskah Jawa. Dengan dasar alasan karena masyarakat sudah mulai lupa dengan huruf aksara, banyak siswa/i yang kesulitan dengan aksara jawa pasangan."
787,12,5,11,5,0,Aset: Kumpulan data. Struktur: Pengelolaan. Tampilan/Display
788,12,5,11,5,0,Aset: Kumpulan artikel ilmiah dalam format digital. Tampilan: Halaman web yang menampilkan transkrip dan audio.
789,12,5,11,5,0,Struktur: Sistem pengelolaan dokumen digital. Layanan: Alat akses data seperti aplikasi web.
790,12,5,11,5,0,Aset: Kumpulan data digital seperti gambar naskah kuno. Struktur: Arsitektur informasi untuk mengelola data tersebut.
791,12,5,11,5,0,"Structure, struktur bangunan bisa seperti candi atau patung Service, alat yang membantu dalam menggakses data seperti asset, server, network: contohnya aws cloud Display, Youtube"
792,12,7,11,7,0,Aset : contohnya terdapat di http://www.fastionline.org/ ; Struktur : contohnya terdapat di https://peripleo.pelagios.org/ui ; Servis/Layanan : contohnya terdapat di https://trawaca.id/asankey.php ; Display/Tampilan : contohnya terdapat di https://pleiades.stoa.org/
793,12,7,11,7,0,Assets ; Structure ; Services ; Display
794,12,9,11,9,0,Digitalisasi Aksara Jawa (https://www.sastra.org/huruf-jawa) Assets nya gambar atau foto naskah aksara dalam format tulisan awal naskah dan/atau tulisan baru yang telah disesuaikan serta Structure metadata text ; Sevices kode Unicode ; Display dalam bentuk website
795,12,10,11,10,0,Project Digital Humanities dari Situs Web Kumpulan Foto Perubahan Jogja Dulu Vs Sekarang (phinemo.com): Assets Contohnya : kumpulan file-file gambar mengenai perubahan jogja dulu dan sekarang ; Structure Contohnya : dari file-file tersebut akan menjadi sebuah informasi yang baru. ; Services Contohnya : layanan dari project tersebut yaitu server dan jaringan server. ; Display Contohnya : menampilkan gambar-gambar perubahan jogja dulu vs sekarang.
796,12,7,11,7,0,"Assets : File sastra aksara ; Structure : Scan text ; Services : OCR dengan metode CCL ; Display : Buku, digital teks"
797,12,1,11,1,0,Warna; Kecerahan (Brightness); Kontras (Contrast); Pola (Pattern); Volume (Volume); Tekstur (Texture).
798,12,1,11,1,0,Warna; Kecerahan (Brightness); Kontras (Contrast); Detail (Detail); Simetri (Symmetry); Komposisi (Composition).
799,12,1,11,1,0,Warna; Kecerahan (Brightness); Kontras (Contrast); Tekstur (Texture); Pola (Pattern); Dimensi (Dimension).
800,12,9,11,9,0,Assets : Dokumen dalam bentuk file dari perpustakaan di Jawa Tengah dan Yogyakarta ; Structure : Mendata dari perpustakaan mana saja dokumen file itu berasal ; Service : Karena dalam bentuk website maka menggunakan Web Browser dan Server ; Display : Visualisasi data dalam bentuk grafik pada situs web
801,12,7,11,7,0,"Display : digital teks, Structure : scan text, Services : OCR metode CCL, Assets: file sastra aksarajawa berbentuk citra."
802,12,10,11,10,0,"Assets : contohnya, mengumpulkan banyak file-file dokumen dari perpustakaan yang ada di Yogyakarta dan Jawa Tengah dan yang sudah terstructur. ; Structure : contohnya, Ketika file-file dokumen sudah distrukturkan. Maka terdapat informasi yang sangat berguna seperti ada perpustakaan apa saja yang ada di Yogyakarta dan Jawa Tengah. ; Services : contohnya, project digital humanities tersebut dalam bentuk situs web, maka layananya menggunakan jaringan server. ; Display : contohnya, project tersebut ditampikan di situs web dalam bentuk grafik yang terdapat Kota - Perpustakaan - Nomor Indeks - Nama karya sastra -Pengarang/Pujangga - Tahun. NN: Tanpa nama, NY: Tanpa tahun."
803,12,8,11,8,0,"Aset Contohnya penyimpanan File. ; Struktur Contohnya arsitektur informasi ; layanan Contohnya sarana untuk mengakses asset, misalnya pelayan. Menampilkan : asset Harus diatur menggunakan informasi arsitektur untuk ditampilkan melalui kompleks Jasa. ; Display Contohnya buku, digital teks."
804,12,7,11,7,0,"Aset : repositori file. Contoh: aksara nusantara ; Struktur : arsitektur informasi. Contoh: huruf, bentuk aksara ; Layanan : akses terhadap assets yaitu dengan melakukan observasi secara langsung naskah Aksara Jawa yang disimpan oleh Bapak R. Agus Sudjatmoko Surosudirdjo yang beralamat di Surabaya ; Tampilan : segmentasi tulisan aksara Jawa menggunakan adaptive threshold serta melakukan pelabelan aksara menggunakan connected component labeling."
805,12,8,11,8,0,"Assets atau Aset :Pada paper “Segmentation Character Of Character Java Use Adaptive Theshold” assets adalah naskah dari karya KPH. Brontodiningrat. ; Structure atau Struktur : Arsitektur dari naskah karya KPH.Brontodiningrat yaitu apakah teksnya terdapat kemiringan atau tidak. ; Services atau Layanan : Sarana untuk mengakses aset, misalnya: server, jaringan. ; Display atau Tampilan ; Aset harus diatur dengan menggunakan informasi arsitektur untuk ditampilkan melalui kompleks jasa. Contoh: gambar."
806,12,1,11,1,0,Warna ; Kecerahan (Brightness) ; Kontras (Contrast) ; Kontur (Contour) ; Bentuk (Shape) ; Tekstur (Texture)
807,12,3,11,3,0,STUFF (assets) Contoh: http://www.fastionline.org ; SERVICES Contoh : https://trawaca.id/asankey.php ; USE (Structure + display) Contoh Display : https://pleiades.stoa.org Contoh Structure : https://peripleo.pelagios.org/ui
808,12,7,11,7,0,Assets Contoh proyek : http://www.fastionline.org/ ; Structure Contoh proyek : https://peripleo.pelagios.org/ui ; Services Contoh proyek : https://trawaca.id/asankey.php ; Display Contoh proyek : https://pleiades.stoa.org/
809,12,7,11,7,0,"Assets : berisi penyimpanan files ; Structure : berisi tentang informasi arsitektur file nya ; Services : sarana untuk mengakses assets, misalnya pelayanan atau jaringan. ; Display: dalam display assets harus diatur menggunakan informasi arsitektur untuk ditampilkan melaluii kompleks jasa. ; Assets : http://www.fastionline.org/ ; Structure : https://peripleo.pelagios.org/ui ; Services : https://trawaca.id/asankey.php ; Display : https://pleiades.stoa.org/"
810,12,7,11,7,0,Assets : http://www.fastionline.org/ ; Structure : https://peripleo.pelagios.org/ui ; Services : https://trawaca.id/asankey.php ; Display : https://pleiades.stoa.org/
811,12,7,11,7,0,Assets : http://www.fastionline.org/ ; Structure : https://peripleo.pelagios.org/ui ; Services : https://trawaca.id/asankey.php ; Display : https://pleiades.stoa.org/
812,12,7,11,7,0,"Untuk element dasar dari Digital Humanities Meliputi beberapa aspek diantaranya : Asset : Merupakan Repositori file; Structure : Arsitektur informasi (struktur) Services : Sebagai sarana untuk bisa mengakses asset, contohnya dalam teknologi server atau jaringan; Display : Pengguna asset harus diatur dengan menerapkan arsitektur informasi agar dapat ditampilkan secara kompleks. Berikut contoh dari setiap element dasar Digital Humanities : Asset : Projek FASTI; Structure : Projek Trawaca – Diagram Sankey Koleksi Naskah Jawa; Service : Projek Pleiades; Display : Projek Pelagios."
813,12,8,11,8,0,"Assets, misalnya, koleksi file dokumen dari perpustakaan di Yogyakarta dan Jawa Tengah. (http://www.fastionline.org/) ; Structure, misalnya, memilih tautan ke file terstruktur akan memberikan informasi yang berguna. (https://peripleo.pelagios.org/ui) ; Services, misalnya jika proyek ini ditampilkan sebagai situs web, maka layanan tersebut menggunakan server/jaringan database. (https://trawaca.id/asankey.php) ; Display, Contoh nyata Proyek ini ditampilkan sebagai situs web. (https://pleiades.stoa.org/ )"
814,12,9,11,9,0,"Elemen Dasar : Assets : berisi penyimpanan files; Structure : berisi tentang informasi arsitektur file nya; Services : sarana untuk mengakses assets, misalnya pelayanan atau jaringan; Display : dalam display assets harus diatur menggunakan informasi arsitektur untuk ditampilkan melalui kompleks jasa. Contoh : Disini saya mengambil contoh digitalizing Baju adat Indonesia. Rancangan : Mengscan object nya , kemudian mengecek kualitas (hasil scan) dengan yang asli jika sudah cukup / tidak ada yang kurang bisa langsung di di simpan / digunakan , biasanya scan akan menghasilkan sedikit kecacatan texture, jika terjadi maka harus dibenarkan (biasanya menggunakan VX Model / Autodesk Mudbox (Tergantung masalahnya) ); Assets : Keseluruhan baju adat nya ( textur baju nya, motif bajunya , aksesoris yang digunakan , bahan ?); Services : 3-D Model dari baju adat; Meta data : Deskriptif , Terbuat dari kain apa , asal daerahnya, digunakan untuk acara apa saja, aksesoris tambahan; Tools : 3-D Camera Scanner (Metrology-Grade 3D Scanner , Professional-Grade 3D Scanner , dll), software untuk melakukan repair texture yang cacat (VX Model, Autodesk Mudbox), seperangkat computer (mid – high end), Baju adatnya , lighting. Alasan memilih : Baju adat : karena harus melesatarikan budaya sendiri , karena pakaian adat sudah mulai menghilang karena banyaknya trend trend negara lain yang masuk ke Indonesia sehingga adat adat tradisional mulai hilang; Tool : karena memang itu yang dibutuhkan; Data Form : karena 3-D Model merupakan presentasi yang paling tepat menurut kelompok kami karena pakaian adat memiliki banyak detail detail yang penting (aksesoris yang dipakai , dll) “Laser Scanning” / “White Light body scanning” (metode nya )."
815,12,7,11,7,0,"Assets : merupakan pentyimpanan file. ; Structure : merupakan informasi arsitektur file. ; Services : merupakan alat yang dipakai untuk mengakses asset, seperti jaringan atau server. ; Display : merupakan cara dalam menampilkan seluruh informasi arsitektur dari sebuah citra."
816,12,7,11,7,0,"Assets : Repository Files, Structure ; Information architecture, Services ; Server or Network, Display the assets should be organized using an information architecture in order to be displayed through complex services."
817,12,8,11,8,0,"Elemen Dasar : Assets : berisi penyimpanan files; Structure : berisi tentang informasi arsitektur file nya; Services : sarana untuk mengakses assets, misalnya pelayanan atau jaringan; Display : dalam display assets harus diatur menggunakan informasi arsitektur untuk ditampilkan melaluii kompleks jasa. Contoh : Disini saya mengambil contoh digitalizing Baju adat Indonesia. Rancangan : Mengscan object nya , kemudian mengecek kualitas (hasil scan) dengan yang asli jika sudah cukup / tidak ada yang kurang bisa langsung di di simpan / digunakan , biasanya scan akan menghasilkan sedikit kecacatan texture, jika terjadi maka harus di benarkan (biasanya menggunakan VX Model / Autodesk Mudbox (Tergantung masalahnya) ); Assets : Keseluruhan baju adat nya ( textur baju nya, motif bajunya , aksesoris yang digunakan , bahan ?); Services : 3-D Model dari baju adat; Meta data : Deskriptif , Terbuat dari kain apa , asal daerahnya, digunakan untuk acara apa saja, aksesoris tambahan; Tools : 3-D Camera Scanner (Metrology-Grade 3D Scanner , Professional- Grade 3D Scanner , dll), software untuk melakukan repair texture yang cacat (VX Model, Autodesk Mudbox), seperangkat computer (mid – high end), Baju adatnya , lighting. Alasan memilih : Baju adat : karena harus melesatarikan budaya sendiri , karena pakaian adat sudah mulai menghilang karena banyaknya trend trend negara lain yang masuk ke Indonesia sehingga adat adat tradisional mulai hilang; Tool : karena memang itu yang dibutuhkan; Data Form : karena 3-D Model merupakan presentasi yang paling tepat menurut kelompok kami karena pakaian adat memiliki banyak detail detail yang penting (aksesoris yang dipakai , dll) “Laser Scanning” / “White Light body scanning” (metode nya )."
818,1,2,0,2,0,Membangun kerja sama.
819,1,2,0,2,0,Olah pikir.
820,1,2,0,2,0,Agar semua orang bisa saling bantu.
821,1,2,0,2,0,Karakter itu ada empat.
822,1,3,0,3,0,Ada karakter olah pikir dan juga memiliki mental yang kuat.
823,1,3,0,3,0,Karakter Ki Hajar Dewantara itu salah satunya mengolah pikiran. Lalu harus kuat fisiknya dan saling bantu.
824,1,3,0,3,0,Olah pikir itu artinya kalau kita sedang mikir-mikir. Terus ada juga karakter yang kuat badannya.
825,1,3,0,3,0,"Ada olah pikir, yaitu berpikir. Kita juga harus punya sifat jujur dan suka membantu orang lain."
826,1,3,0,3,0,Ada karakter olah pikir biar pintar dan juga harus saling tolong-menolong.
827,1,5,0,5,0,"Empat macam itu adalah: 1. Olah pikir, supaya bisa mikir ide-ide yang bagus. 2. Olah raga, biar badan kita jadi sehat dan kuat. 3. Olah hati, untuk melakukan hal yang baik untuk semua. 4. Dan yang terakhir itu, kita harus kerja sama dengan baik."
828,1,5,0,5,0,1. Saling membantu satu sama lain. 2. Punya semangat yang tinggi. 3. Berpikiran positif. 4. Jaga kesehatan fisik.
829,1,5,0,5,0,"Karakter yang diusulkan oleh Ki Hajar Dewantara adalah: 1. Olah tubuh, agar fisik kuat untuk saling membantu. 2. Olah hati, supaya punya rasa empati dan kepedulian. 3. Olah pikiran, biar bisa cari jalan keluar bersama. 4. Karakter gotong royong, yang penting dalam kerja sama."
830,1,5,0,5,0,"Untuk kerja sama dan gotong royong itu, Ki Hajar Dewantara bilang kita harus punya sikap baik. Contohnya: saling membantu, punya semangat, hati yang tulus, dan juga bisa bersatu."
831,1,7,0,7,0,1. Olah Pikir: Kita harus pakai akal dan pikiran untuk mencari solusi terbaik saat bekerja sama. 2. Olah Hati: Melakukan pekerjaan dengan tulus dan jujur dari dalam diri kita. 3. Olah Raga: Memiliki fisik yang kuat dan tidak gampang menyerah saat melakukan gotong royong. 4. Olah Hati dan Karsa: Ini tentang punya semangat dan kemauan kuat untuk melakukan sesuatu yang berguna bagi banyak orang.
832,1,7,0,7,0,Empat karakter yang dimaksud Ki Hajar Dewantara adalah: 1. Olah Pikir: Ini tentang bagaimana kita menggunakan akal kita untuk memikirkan ide-ide yang baik untuk kerja sama. 2. Olah Hati: Kita perlu melakukan segala sesuatu dengan perasaan yang tulus dan ikhlas dari dalam diri. 3. Olah Raga: Yaitu memiliki fisik yang kuat serta mental yang tidak mudah menyerah saat ada kesulitan dalam gotong royong. 4. Olah Hati dan Karsa: Ini adalah tentang semangat kita untuk berani menciptakan hal-hal baru atau ide-ide yang berguna.
833,2,1,1,1,0,"Not responding itu programnya lagi loading terus lama banget, jadi kayak belum siap. Kalau hang itu komputer udah gak bisa gerak sama sekali, semua jadi beku."
834,2,1,1,1,0,"Not responding itu programnya macet, sepertinya karena ada file yang hilang atau rusak. Kalau hang itu komputernya jadi kaku semua, tidak mau bergerak, dan harus langsung dimatikan paksa."
835,2,1,1,1,0,"Not responding itu pas aplikasi jadi lambat atau kadang nge-lag gitu. Kalau hang, itu komputer udah beku total dan nggak bisa dipakai lagi, harus restart paksa."
836,2,1,1,1,0,"Not responding itu karena ada masalah di jaringan internet, jadi aplikasinya lambat atau diam. Kalo hang, itu komputernya kena virus parah sampai tidak bisa jalan sama sekali."
837,2,2,1,2,0,"Not responding itu aplikasi tidak jalan seperti biasa, kayak lagi macet. Kalau hang itu komputer jadi diam semua, gak bisa apa-apa lagi."
838,2,2,1,2,0,"Kalau not responding, itu biasanya cuma satu program saja yang macet dan kita masih bisa pakai program lain atau menutupnya. Tapi kalau hang, itu artinya seluruh komputer berhenti total dan tidak bisa diapa-apakan lagi selain dimatikan secara paksa."
839,2,2,1,2,0,Not responding itu saat aplikasi di komputer tidak bisa dipakai sementara. Kalau hang itu komputer sudah tidak bergerak sama sekali dan harus di-restart.
840,2,2,1,2,0,Not responding itu waktu salah satu program di komputer tidak bergerak atau tidak merespon saat diklik. Kalau hang itu pas semua komputer berhenti dan mouse atau keyboard juga tidak bisa digunakan.
841,2,2,1,2,0,"Not responding itu saat aplikasi jadi lambat atau berhenti sebentar, biasanya bisa kita tutup paksa. Kalau hang, itu kondisi di mana seluruh komputer tidak merespons sama sekali, dan seringnya harus di-restart."
842,2,4,1,4,0,"Not responding itu aplikasi yang lagi dipakai mendadak tidak bergerak atau diam sesaat, biasanya cuma beberapa detik terus bisa jalan lagi. Sementara kalau hang itu aplikasinya stuck total dan tidak ada cara lain kecuali menutup paksa dari task manager atau merestart komputer."
843,2,4,1,4,0,"Not responding itu ketika satu program berhenti merespons perintah kita untuk sementara waktu. Kalau hang, itu kondisi di mana komputer sudah tidak bisa dipakai sama sekali dan semua program ikut berhenti."
844,2,4,1,4,0,Not responding itu aplikasi yang sedang kita pakai diam tidak merespon input. Kalau hang itu saat seluruh sistem operasi berhenti dan harus dimatikan paksa.
845,2,4,1,4,0,"Not responding terjadi ketika sebuah program tidak merespon dan tidak bisa diproses, sedangkan hang adalah kondisi saat seluruh sistem komputer berhenti bergerak dan harus dimatikan paksa."
846,2,4,1,4,0,"Not responding itu saat aplikasi tertentu tidak bergerak atau berhenti bekerja untuk sementara waktu. Kalau hang, itu kondisi di mana seluruh komputer atau sistem operasinya berhenti total dan tidak bisa dioperasikan lagi sehingga harus dimulai ulang."
847,2,7,1,7,0,"Not responding adalah saat aplikasi tidak merespons input atau perintah pengguna untuk sementara waktu, seringkali karena sedang memproses tugas berat, dan ada peluang untuk pulih sendiri. Sementara itu, hang terjadi ketika aplikasi sepenuhnya berhenti dan tidak bisa melanjutkan operasi, sehingga biasanya membutuhkan pemaksaan penutupan atau restart untuk mengatasinya."
848,2,7,1,7,0,"Not responding itu saat sebuah aplikasi tidak merespon perintah atau klik kita untuk sementara waktu, tapi seringnya aplikasi tersebut masih bisa pulih dan berfungsi lagi. Berbeda dengan hang, di mana aplikasi sudah benar-benar berhenti bekerja, tidak bisa merespons apapun, dan kita harus menutupnya secara paksa karena tidak akan bisa kembali normal."
849,2,7,1,7,0,"Perbedaan utamanya adalah not responding seringkali merupakan kondisi sementara di mana aplikasi sedang memproses tugas berat sehingga tidak merespons input, namun ada kemungkinan bisa pulih kembali. Sedangkan hang adalah kondisi lebih parah di mana aplikasi sudah benar-benar terhenti dan tidak dapat melanjutkan operasinya, biasanya karena terjadi konflik serius atau stuck, sehingga memerlukan penutupan paksa."
850,2,7,1,7,0,"Not responding itu kondisi di mana sebuah aplikasi tidak bisa merespons perintah yang kita berikan, tapi seringnya itu cuma sementara. Aplikasi itu mungkin lagi sibuk memproses sesuatu di belakang layar, jadi setelah selesai dia bisa normal lagi tanpa harus ditutup paksa. Beda dengan hang, kalau hang itu aplikasinya sudah benar-benar macet total, tidak bisa melanjutkan pekerjaannya sama sekali. Kondisi hang biasanya tidak bisa diperbaiki lagi dan harus ditutup secara paksa, bahkan bisa sampai membuat seluruh sistem ikut terpengaruh."
